Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,  ASFR1,  ASFR2,  ASFR3, ASFR3P,  ASFR4, ASFR4P, ASFR5P,   CPFR,  CPFR1,  CPFR2,  CPFR3, CPFR3P,  CPFR4, CPFR4P, CPFR5P,Collection,SourceType,   RefCode,Note,Split
    USA,     .,    .,     ., 1919, 1919, 40,     1,   ACY,       1,0.05490,0.00170,0.00260,0.00350,0.05060,0.00460,0.04710,0.04250,2.87169,0.69470,0.61879,0.45370,1.55820,0.33140,1.10450,0.77310,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 41,     1,   ACY,       1,0.04320,0.00120,0.00180,0.00250,0.04020,0.00330,0.03770,0.03440,2.92659,0.69640,0.62139,0.45720,1.60880,0.33600,1.15160,0.81560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 42,     1,   ACY,       1,0.03100,0.00080,0.00110,0.00160,0.02910,0.00210,0.02750,0.02540,2.96979,0.69760,0.62319,0.45970,1.64900,0.33930,1.18930,0.85000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 43,     1,   ACY,       1,0.02440,0.00060,0.00080,0.00110,0.02300,0.00150,0.02190,0.02040,3.00079,0.69840,0.62429,0.46130,1.67810,0.34140,1.21680,0.87540,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 44,     1,   ACY,       1,0.01690,0.00030,0.00050,0.00070,0.01610,0.00090,0.01540,0.01450,3.02519,0.69900,0.62509,0.46240,1.70110,0.34290,1.23870,0.89580,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 45,     1,   ACY,       1,0.01120,0.00020,0.00030,0.00040,0.01070,0.00050,0.01030,0.00980,3.04209,0.69930,0.62559,0.46310,1.71720,0.34380,1.25410,0.91030,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 46,     1,   ACY,       1,0.00730,0.00010,0.00020,0.00020,0.00700,0.00030,0.00680,0.00650,3.05329,0.69950,0.62589,0.46350,1.72790,0.34430,1.26440,0.92010,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 47,     1,   ACY,       1,0.00390,0.00010,0.00010,0.00010,0.00370,0.00010,0.00360,0.00350,3.06059,0.69960,0.62609,0.46370,1.73490,0.34460,1.27120,0.92660,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 48,     1,   ACY,       1,0.00210,0.00000,0.00000,0.00000,0.00210,0.00010,0.00210,0.00200,3.06449,0.69970,0.62619,0.46380,1.73860,0.34470,1.27480,0.93010,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 49,     1,   ACY,       1,0.00080,0.00000,0.00000,0.00000,0.00081,0.00006,0.00081,0.00075,3.06659,0.69970,0.62619,0.46380,1.74070,0.34480,1.27690,0.93210,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 50,    99,   ACY,       1,0.00030,0.00000,0.00000,0.00000,0.00030,0.00004,0.00030,0.00026,3.06739,0.69970,0.62619,0.46380,1.74151,0.34486,1.27771,0.93285,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 14,   -99,   ACY,       1,0.00203,0.00181,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 15,     1,   ACY,       1,0.01357,0.01329,0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00203,0.00181,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 16,     1,   ACY,       1,0.02900,0.02650,0.00230,0.00020,0.00020,0.00000,0.00000,0.00000,0.01560,0.01510,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 17,     1,   ACY,       1,0.05780,0.04960,0.00730,0.00080,0.00090,0.00010,0.00010,0.00000,0.04460,0.04160,0.00279,0.00020,0.00020,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 18,     1,   ACY,       1,0.09050,0.07130,0.01630,0.00260,0.00290,0.00030,0.00030,0.00000,0.10240,0.09120,0.01009,0.00100,0.00110,0.00010,0.00010,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 19,     1,   ACY,       1,0.12380,0.08630,0.02940,0.00690,0.00810,0.00120,0.00120,0.00000,0.19290,0.16250,0.02639,0.00360,0.00400,0.00040,0.00040,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 20,     1,   ACY,       1,0.14820,0.08930,0.04130,0.01370,0.01760,0.00300,0.00390,0.00090,0.31670,0.24880,0.05579,0.01050,0.01210,0.00160,0.00160,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 21,     1,   ACY,       1,0.16480,0.08560,0.04950,0.02160,0.02970,0.00620,0.00810,0.00190,0.46490,0.33810,0.09709,0.02420,0.02970,0.00460,0.00550,0.00090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 22,     1,   ACY,       1,0.17220,0.07720,0.05230,0.02840,0.04270,0.01040,0.01430,0.00390,0.62970,0.42370,0.14659,0.04580,0.05940,0.01080,0.01360,0.00280,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 23,     1,   ACY,       1,0.17940,0.06890,0.05310,0.03380,0.05740,0.01590,0.02360,0.00770,0.80190,0.50090,0.19889,0.07420,0.10210,0.02120,0.02790,0.00670,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 24,     1,   ACY,       1,0.17820,0.05880,0.05030,0.03590,0.06910,0.02040,0.03320,0.01280,0.98130,0.56980,0.25199,0.10800,0.15950,0.03710,0.05150,0.01440,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 25,     1,   ACY,       1,0.17570,0.04980,0.04690,0.03640,0.07900,0.02390,0.04260,0.01870,1.15950,0.62860,0.30229,0.14390,0.22860,0.05750,0.08470,0.02720,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 26,     1,   ACY,       1,0.16710,0.04060,0.04180,0.03480,0.08470,0.02510,0.04990,0.02480,1.33520,0.67840,0.34919,0.18030,0.30760,0.08140,0.12730,0.04590,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 27,     1,   ACY,       1,0.16860,0.03500,0.03930,0.03460,0.09430,0.02700,0.05970,0.03270,1.50230,0.71900,0.39099,0.21510,0.39230,0.10650,0.17720,0.07070,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 28,     1,   ACY,       1,0.16430,0.02940,0.03540,0.03300,0.09950,0.02730,0.06650,0.03920,1.67090,0.75400,0.43029,0.24970,0.48660,0.13350,0.23690,0.10340,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 29,     1,   ACY,       1,0.16030,0.02450,0.03130,0.03080,0.10450,0.02660,0.07370,0.04710,1.83520,0.78340,0.46569,0.28270,0.58610,0.16080,0.30340,0.14260,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 30,     1,   ACY,       1,0.14000,0.01840,0.02510,0.02570,0.09650,0.02290,0.07080,0.04790,1.99550,0.80790,0.49699,0.31350,0.69060,0.18740,0.37710,0.18970,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 31,     1,   ACY,       1,0.13050,0.01440,0.02070,0.02230,0.09540,0.02060,0.07310,0.05250,2.13550,0.82630,0.52209,0.33920,0.78710,0.21030,0.44790,0.23760,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 32,     1,   ACY,       1,0.11820,0.01100,0.01670,0.01880,0.09050,0.01810,0.07170,0.05360,2.26600,0.84070,0.54279,0.36150,0.88250,0.23090,0.52100,0.29010,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 33,     1,   ACY,       1,0.11590,0.00940,0.01420,0.01710,0.09230,0.01720,0.07520,0.05800,2.38420,0.85170,0.55949,0.38030,0.97300,0.24900,0.59270,0.34370,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 34,     1,   ACY,       1,0.10960,0.00770,0.01160,0.01460,0.09030,0.01530,0.07570,0.06040,2.50010,0.86110,0.57369,0.39740,1.06530,0.26620,0.66790,0.40170,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 35,     1,   ACY,       1,0.10520,0.00640,0.00970,0.01260,0.08910,0.01370,0.07650,0.06280,2.60970,0.86880,0.58529,0.41200,1.15560,0.28150,0.74360,0.46210,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 36,     1,   ACY,       1,0.09820,0.00510,0.00790,0.01060,0.08520,0.01170,0.07460,0.06290,2.71490,0.87520,0.59499,0.42460,1.24470,0.29520,0.82010,0.52490,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 37,     1,   ACY,       1,0.09260,0.00420,0.00630,0.00880,0.08210,0.01000,0.07330,0.06330,2.81310,0.88030,0.60289,0.43520,1.32990,0.30690,0.89470,0.58780,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 38,     1,   ACY,       1,0.08250,0.00330,0.00490,0.00700,0.07430,0.00820,0.06730,0.05910,2.90570,0.88450,0.60919,0.44400,1.41200,0.31690,0.96800,0.65110,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 39,     1,   ACY,       1,0.07440,0.00270,0.00380,0.00550,0.06790,0.00680,0.06240,0.05560,2.98820,0.88780,0.61409,0.45100,1.48630,0.32510,1.03530,0.71020,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 40,     1,   ACY,       1,0.05550,0.00180,0.00260,0.00370,0.05110,0.00470,0.04740,0.04270,3.06260,0.89050,0.61789,0.45650,1.55420,0.33190,1.09770,0.76580,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 41,     1,   ACY,       1,0.04410,0.00130,0.00180,0.00260,0.04100,0.00340,0.03840,0.03500,3.11810,0.89230,0.62049,0.46020,1.60530,0.33660,1.14510,0.80850,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 42,     1,   ACY,       1,0.03130,0.00080,0.00110,0.00160,0.02940,0.00210,0.02780,0.02570,3.16220,0.89360,0.62229,0.46280,1.64630,0.34000,1.18350,0.84350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 43,     1,   ACY,       1,0.02460,0.00060,0.00080,0.00110,0.02320,0.00150,0.02210,0.02060,3.19350,0.89440,0.62339,0.46440,1.67570,0.34210,1.21130,0.86920,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 44,     1,   ACY,       1,0.01730,0.00030,0.00050,0.00070,0.01650,0.00100,0.01580,0.01480,3.21810,0.89500,0.62419,0.46550,1.69890,0.34360,1.23340,0.88980,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 45,     1,   ACY,       1,0.01190,0.00020,0.00030,0.00050,0.01140,0.00060,0.01090,0.01030,3.23540,0.89530,0.62469,0.46620,1.71540,0.34460,1.24920,0.90460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 46,     1,   ACY,       1,0.00790,0.00010,0.00020,0.00030,0.00760,0.00040,0.00730,0.00690,3.24730,0.89550,0.62499,0.46670,1.72680,0.34520,1.26010,0.91490,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 47,     1,   ACY,       1,0.00440,0.00010,0.00010,0.00020,0.00420,0.00020,0.00400,0.00380,3.25520,0.89560,0.62519,0.46700,1.73440,0.34560,1.26740,0.92180,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 48,     1,   ACY,       1,0.00240,0.00000,0.00010,0.00010,0.00230,0.00010,0.00220,0.00210,3.25960,0.89570,0.62529,0.46720,1.73860,0.34580,1.27140,0.92560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 49,     1,   ACY,       1,0.00094,0.00000,0.00006,0.00000,0.00088,0.00006,0.00088,0.00082,3.26200,0.89570,0.62539,0.46730,1.74090,0.34590,1.27360,0.92770,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 50,    99,   ACY,       1,0.00035,0.00000,0.00004,0.00000,0.00032,0.00004,0.00032,0.00028,3.26294,0.89570,0.62545,0.46730,1.74178,0.34596,1.27448,0.92852,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 14,   -99,   ACY,       1,0.00214,0.00191,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 15,     1,   ACY,       1,0.01436,0.01399,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00214,0.00191,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 16,     1,   ACY,       1,0.03050,0.02780,0.00250,0.00020,0.00020,0.00000,0.00000,0.00000,0.01650,0.01590,0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 17,     1,   ACY,       1,0.06180,0.05260,0.00820,0.00090,0.00100,0.00010,0.00010,0.00000,0.04700,0.04370,0.00309,0.00020,0.00020,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 18,     1,   ACY,       1,0.09870,0.07690,0.01860,0.00290,0.00320,0.00030,0.00030,0.00000,0.10880,0.09630,0.01129,0.00110,0.00120,0.00010,0.00010,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 19,     1,   ACY,       1,0.13190,0.09170,0.03150,0.00740,0.00870,0.00130,0.00130,0.00000,0.20750,0.17320,0.02989,0.00400,0.00440,0.00040,0.00040,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 20,     1,   ACY,       1,0.15190,0.09240,0.04170,0.01380,0.01780,0.00310,0.00400,0.00090,0.33940,0.26490,0.06139,0.01140,0.01310,0.00170,0.00170,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 21,     1,   ACY,       1,0.16540,0.08650,0.04860,0.02180,0.03030,0.00650,0.00850,0.00200,0.49130,0.35730,0.10309,0.02520,0.03090,0.00480,0.00570,0.00090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 22,     1,   ACY,       1,0.17320,0.07820,0.05130,0.02860,0.04370,0.01090,0.01510,0.00420,0.65670,0.44380,0.15169,0.04700,0.06120,0.01130,0.01420,0.00290,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 23,     1,   ACY,       1,0.18340,0.07080,0.05290,0.03460,0.05970,0.01680,0.02510,0.00830,0.82990,0.52200,0.20299,0.07560,0.10490,0.02220,0.02930,0.00710,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 24,     1,   ACY,       1,0.18170,0.06050,0.04980,0.03650,0.07140,0.02110,0.03490,0.01380,1.01330,0.59280,0.25589,0.11020,0.16460,0.03900,0.05440,0.01540,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 25,     1,   ACY,       1,0.17950,0.05150,0.04640,0.03700,0.08160,0.02440,0.04460,0.02020,1.19500,0.65330,0.30569,0.14670,0.23600,0.06010,0.08930,0.02920,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 26,     1,   ACY,       1,0.17070,0.04230,0.04130,0.03530,0.08710,0.02540,0.05180,0.02640,1.37450,0.70480,0.35209,0.18370,0.31760,0.08450,0.13390,0.04940,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 27,     1,   ACY,       1,0.17140,0.03630,0.03860,0.03480,0.09650,0.02700,0.06170,0.03470,1.54520,0.74710,0.39339,0.21900,0.40470,0.10990,0.18570,0.07580,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 28,     1,   ACY,       1,0.16550,0.03020,0.03440,0.03290,0.10090,0.02700,0.06800,0.04100,1.71660,0.78340,0.43199,0.25380,0.50120,0.13690,0.24740,0.11050,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 29,     1,   ACY,       1,0.16200,0.02480,0.03080,0.03080,0.10640,0.02670,0.07560,0.04890,1.88210,0.81360,0.46639,0.28670,0.60210,0.16390,0.31540,0.15150,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 30,     1,   ACY,       1,0.14260,0.01870,0.02510,0.02590,0.09880,0.02330,0.07290,0.04960,2.04410,0.83840,0.49719,0.31750,0.70850,0.19060,0.39100,0.20040,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 31,     1,   ACY,       1,0.13340,0.01440,0.02110,0.02260,0.09790,0.02130,0.07530,0.05400,2.18670,0.85710,0.52229,0.34340,0.80730,0.21390,0.46390,0.25000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 32,     1,   ACY,       1,0.12070,0.01100,0.01690,0.01910,0.09280,0.01870,0.07370,0.05500,2.32010,0.87150,0.54339,0.36600,0.90520,0.23520,0.53920,0.30400,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 33,     1,   ACY,       1,0.11850,0.00940,0.01440,0.01730,0.09470,0.01770,0.07740,0.05970,2.44080,0.88250,0.56029,0.38510,0.99800,0.25390,0.61290,0.35900,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 34,     1,   ACY,       1,0.11210,0.00780,0.01190,0.01490,0.09240,0.01580,0.07750,0.06170,2.55930,0.89190,0.57469,0.40240,1.09270,0.27160,0.69030,0.41870,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 35,     1,   ACY,       1,0.10690,0.00670,0.01000,0.01280,0.09020,0.01400,0.07740,0.06340,2.67140,0.89970,0.58659,0.41730,1.18510,0.28740,0.76780,0.48040,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 36,     1,   ACY,       1,0.09870,0.00540,0.00820,0.01070,0.08510,0.01190,0.07440,0.06250,2.77830,0.90640,0.59659,0.43010,1.27530,0.30140,0.84520,0.54380,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 37,     1,   ACY,       1,0.09270,0.00440,0.00650,0.00890,0.08180,0.01010,0.07290,0.06280,2.87700,0.91180,0.60479,0.44080,1.36040,0.31330,0.91960,0.60630,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 38,     1,   ACY,       1,0.08260,0.00340,0.00510,0.00700,0.07410,0.00830,0.06710,0.05880,2.96970,0.91620,0.61129,0.44970,1.44220,0.32340,0.99250,0.66910,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 39,     1,   ACY,       1,0.07460,0.00280,0.00390,0.00560,0.06790,0.00680,0.06230,0.05550,3.05230,0.91960,0.61639,0.45670,1.51630,0.33170,1.05960,0.72790,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 40,     1,   ACY,       1,0.05590,0.00190,0.00270,0.00370,0.05130,0.00470,0.04760,0.04290,3.12690,0.92240,0.62029,0.46230,1.58420,0.33850,1.12190,0.78340,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 41,     1,   ACY,       1,0.04430,0.00130,0.00180,0.00260,0.04120,0.00330,0.03860,0.03530,3.18280,0.92430,0.62299,0.46600,1.63550,0.34320,1.16950,0.82630,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 42,     1,   ACY,       1,0.03190,0.00080,0.00120,0.00160,0.02990,0.00210,0.02830,0.02620,3.22710,0.92560,0.62479,0.46860,1.67670,0.34650,1.20810,0.86160,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 43,     1,   ACY,       1,0.02510,0.00060,0.00080,0.00110,0.02370,0.00150,0.02260,0.02110,3.25900,0.92640,0.62599,0.47020,1.70660,0.34860,1.23640,0.88780,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 44,     1,   ACY,       1,0.01700,0.00030,0.00040,0.00070,0.01630,0.00090,0.01560,0.01470,3.28410,0.92700,0.62679,0.47130,1.73030,0.35010,1.25900,0.90890,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 45,     1,   ACY,       1,0.01110,0.00020,0.00020,0.00040,0.01070,0.00060,0.01030,0.00970,3.30110,0.92730,0.62719,0.47200,1.74660,0.35100,1.27460,0.92360,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 46,     1,   ACY,       1,0.00710,0.00010,0.00010,0.00020,0.00690,0.00030,0.00670,0.00640,3.31220,0.92750,0.62739,0.47240,1.75730,0.35160,1.28490,0.93330,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 47,     1,   ACY,       1,0.00390,0.00010,0.00000,0.00010,0.00380,0.00020,0.00370,0.00350,3.31930,0.92760,0.62749,0.47260,1.76420,0.35190,1.29160,0.93970,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 48,     1,   ACY,       1,0.00200,0.00000,0.00000,0.00000,0.00200,0.00010,0.00200,0.00190,3.32320,0.92770,0.62749,0.47270,1.76800,0.35210,1.29530,0.94320,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 49,     1,   ACY,       1,0.00073,0.00000,0.00000,0.00000,0.00074,0.00006,0.00074,0.00068,3.32520,0.92770,0.62749,0.47270,1.77000,0.35220,1.29730,0.94510,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 50,    99,   ACY,       1,0.00026,0.00000,0.00000,0.00000,0.00026,0.00004,0.00026,0.00022,3.32593,0.92770,0.62749,0.47270,1.77074,0.35226,1.29804,0.94578,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1922, 1922, 14,   -99,   ACY,       1,0.00190,0.00169,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1922, 1922, 15,     1,   ACY,       1,0.01270,0.01231,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00190,0.00169,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
