United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
1959     18    164792.12   111864.68    42592.55     8925.38     1242.69      166.82
1959     19    228680.29   137366.10    66790.47    19843.10     3986.73      693.89
1959     20    271042.95   132405.35    92439.94    34208.56     9404.70     2584.39
1959     21    288780.43   116465.99   103695.29    47191.86    15892.64     5534.65
1959     22    282701.18    94175.26   100948.11    55090.86    22427.60    10059.35
1959     23    287843.93    77916.48    98661.78    64020.45    29681.85    17563.37
1959     24    276583.91    60968.99    89441.40    66727.43    34907.48    24538.61
1959     25    249075.20    45346.61    73980.90    63484.85    36064.11    30198.74
1959     26    235305.84    35823.28    64876.62    60172.08    37843.34    36590.51
1959     27    218360.77    28736.55    54166.22    56767.84    37597.85    41092.32
1959     28    206512.44    23893.59    46255.13    53177.82    37361.42    45824.48
1959     29    191018.15    18992.65    39032.76    48411.76    35927.63    48653.35
1959     30    172798.41    15835.83    32105.87    42361.65    33437.57    49057.48
1959     31    151519.03    12878.26    25371.80    36496.69    29835.79    46936.49
1959     32    140483.12    10880.53    21962.56    32234.65    27653.39    47751.98
1959     33    123708.16     8854.79    18143.56    26736.94    24597.33    45375.53
1959     34    112692.26     7613.78    15465.71    23750.02    21814.16    44048.58
1959     35     98756.82     6393.96    12649.26    19903.24    18920.92    40889.42
1959     36     83198.50     5229.91    10093.14    15768.73    15633.99    36472.73
1959     37     71194.07     4172.01     8082.26    12884.69    12946.50    33108.62
1959     38     61688.99     3364.67     6587.60    10341.19    10924.48    30471.06
1959     39     48475.92     2713.58     4944.56     7773.70     8012.66    25031.44
1959     40     33535.94     1831.48     3157.57     5071.64     5411.76    18063.49
1959     41     23328.47     1271.46     2099.48     3437.08     3708.85    12811.59
1959     42     16604.88      797.18     1472.30     2155.85     2503.12     9676.43
1959     43     10233.47      507.18      815.06     1246.23     1427.12     6237.88
1959     44      5971.19      319.10      424.03      677.23      755.56     3795.28
1959     45      2937.57      134.25      185.87      311.84      431.68     1873.92
1959     46      1298.70       67.27       85.60      114.14      118.23      913.46
1959     47       568.31       31.22       24.97       39.54       62.44      410.13
1959     48       258.14       10.32       10.32       20.64       20.65      196.21
1959     49       118.07        2.03        6.11        8.14       14.25       87.54
1959     50        33.27        2.16        2.72        3.63        2.06       22.70
1959     51        18.24        1.88        1.81        2.42        1.19       10.94
1959     52        10.01        1.41        1.18        1.57        0.69        5.17
1959     53         5.00        0.85        0.65        0.88        0.35        2.26
1959     54         1.51        0.28        0.21        0.28        0.11        0.63
1959     55+        0.00        0.00        0.00        0.00        0.00        0.00
1960     12-        5.37        4.47        0.56        0.14        0.20        0.00
